comercio_id,mcc,mcc_nombre,mcc_segmento,region,tipo_persona,tenure_meses,fecha_alta
M000910,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_NATURAL,39,2023-01-01
M000911,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,29,2023-11-01
M000912,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,15,2025-01-01
M000913,5541,Estaciones de servicio,utility,Manabí,PERSONA_JURIDICA,14,2025-02-01
M000914,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,13,2025-03-01
M000915,5541,Estaciones de servicio,utility,Pichincha,PERSONA_JURIDICA,6,2025-10-01
M000916,5812,Restaurantes,retail,Pichincha,PERSONA_JURIDICA,8,2025-08-01
M000917,5812,Restaurantes,retail,El Oro,PERSONA_NATURAL,36,2023-04-01
M000918,5732,Electrónica,retail,Pichincha,PERSONA_JURIDICA,10,2025-06-01
M000919,8062,Servicios médicos,servicios,Manabí,PERSONA_NATURAL,6,2025-10-01
M000920,5812,Restaurantes,retail,Esmeraldas,PERSONA_NATURAL,38,2023-02-01
M000921,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,21,2024-07-01
M000922,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,50,2022-02-01
M000923,8062,Servicios médicos,servicios,Manabí,PERSONA_JURIDICA,47,2022-05-01
M000924,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,7,2025-09-01
M000925,5691,Tiendas de ropa,retail,Azuay,PERSONA_NATURAL,16,2024-12-01
M000926,5999,Retail general,retail,Manabí,PERSONA_NATURAL,8,2025-08-01
M000927,7995,Apuestas,alto_riesgo,Azuay,PERSONA_NATURAL,8,2025-08-01
M000928,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,13,2025-03-01
M000929,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_NATURAL,27,2024-01-01
M000930,5732,Electrónica,retail,Azuay,PERSONA_JURIDICA,27,2024-01-01
M000931,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,25,2024-03-01
M000932,7011,Hoteles,servicios,Guayas,PERSONA_JURIDICA,15,2025-01-01
M000933,5813,Bares y clubs,alto_riesgo,El Oro,PERSONA_NATURAL,28,2023-12-01
M000934,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_NATURAL,6,2025-10-01
M000935,5999,Retail general,retail,Guayas,PERSONA_NATURAL,21,2024-07-01
M000936,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,18,2024-10-01
M000937,5812,Restaurantes,retail,Pichincha,PERSONA_JURIDICA,15,2025-01-01
M000938,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,21,2024-07-01
M000939,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,2,2026-02-01
M000940,5691,Tiendas de ropa,retail,Esmeraldas,PERSONA_JURIDICA,8,2025-08-01
M000941,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,26,2024-02-01
M000942,5999,Retail general,retail,Loja,PERSONA_NATURAL,18,2024-10-01
M000943,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,5,2025-11-01
M000944,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,17,2024-11-01
M000945,5691,Tiendas de ropa,retail,Guayas,PERSONA_JURIDICA,12,2025-04-01
M000946,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,37,2023-03-01
M000947,7995,Apuestas,alto_riesgo,Tungurahua,PERSONA_JURIDICA,7,2025-09-01
M000948,4900,Servicios básicos,utility,Chimborazo,PERSONA_NATURAL,7,2025-09-01
M000949,5732,Electrónica,retail,El Oro,PERSONA_JURIDICA,23,2024-05-01
M000950,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,16,2024-12-01
M000951,5691,Tiendas de ropa,retail,Tungurahua,PERSONA_JURIDICA,15,2025-01-01
M000952,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,66,2020-10-01
M000953,5999,Retail general,retail,Imbabura,PERSONA_JURIDICA,28,2023-12-01
M000954,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,14,2025-02-01
M000955,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,4,2025-12-01
M000956,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_JURIDICA,13,2025-03-01
M000957,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,6,2025-10-01
M000958,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,8,2025-08-01
M000959,8062,Servicios médicos,servicios,Imbabura,PERSONA_JURIDICA,9,2025-07-01
M000960,8062,Servicios médicos,servicios,Tungurahua,PERSONA_NATURAL,35,2023-05-01
M000961,4722,Agencias de viaje,servicios,Chimborazo,PERSONA_NATURAL,5,2025-11-01
M000962,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,33,2023-07-01
M000963,5812,Restaurantes,retail,Azuay,PERSONA_NATURAL,24,2024-04-01
M000964,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,24,2024-04-01
M000965,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,8,2025-08-01
M000966,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,30,2023-10-01
M000967,5999,Retail general,retail,Guayas,PERSONA_NATURAL,7,2025-09-01
M000968,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,44,2022-08-01
M000969,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,35,2023-05-01
M000970,5691,Tiendas de ropa,retail,Guayas,PERSONA_NATURAL,49,2022-03-01
M000971,5411,Supermercados,retail,Azuay,PERSONA_NATURAL,18,2024-10-01
M000972,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,16,2024-12-01
M000973,4900,Servicios básicos,utility,Chimborazo,PERSONA_JURIDICA,13,2025-03-01
M000974,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,65,2020-11-01
M000975,7230,Peluquerías y estética,servicios,Loja,PERSONA_NATURAL,27,2024-01-01
M000976,4722,Agencias de viaje,servicios,Azuay,PERSONA_NATURAL,6,2025-10-01
M000977,7011,Hoteles,servicios,Manabí,PERSONA_NATURAL,41,2022-11-01
M000978,8062,Servicios médicos,servicios,Manabí,PERSONA_JURIDICA,15,2025-01-01
M000979,5999,Retail general,retail,El Oro,PERSONA_JURIDICA,1,2026-03-01
M000980,5541,Estaciones de servicio,utility,Azuay,PERSONA_JURIDICA,10,2025-06-01
M000981,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,35,2023-05-01
M000982,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,24,2024-04-01
M000983,4722,Agencias de viaje,servicios,Azuay,PERSONA_NATURAL,27,2024-01-01
M000984,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,41,2022-11-01
M000985,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,3,2026-01-01
M000986,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,10,2025-06-01
M000987,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,18,2024-10-01
M000988,5732,Electrónica,retail,Pichincha,PERSONA_JURIDICA,36,2023-04-01
M000989,7995,Apuestas,alto_riesgo,Azuay,PERSONA_NATURAL,7,2025-09-01
M000990,7230,Peluquerías y estética,servicios,Tungurahua,PERSONA_NATURAL,14,2025-02-01
M000991,5813,Bares y clubs,alto_riesgo,Loja,PERSONA_JURIDICA,18,2024-10-01
M000992,7995,Apuestas,alto_riesgo,Guayas,PERSONA_JURIDICA,9,2025-07-01
M000993,5999,Retail general,retail,Guayas,PERSONA_NATURAL,17,2024-11-01
M000994,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,16,2024-12-01
M000995,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,11,2025-05-01
M000996,7230,Peluquerías y estética,servicios,Azuay,PERSONA_NATURAL,30,2023-10-01
M000997,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,26,2024-02-01
M000998,5541,Estaciones de servicio,utility,Esmeraldas,PERSONA_NATURAL,31,2023-09-01
M000999,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,32,2023-08-01
M001000,5411,Supermercados,retail,Loja,PERSONA_NATURAL,48,2022-04-01
M001001,4722,Agencias de viaje,servicios,Azuay,PERSONA_NATURAL,4,2025-12-01
M001002,5812,Restaurantes,retail,Pichincha,PERSONA_JURIDICA,5,2025-11-01
M001003,5999,Retail general,retail,Manabí,PERSONA_NATURAL,28,2023-12-01
M001004,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,12,2025-04-01
M001005,7011,Hoteles,servicios,Tungurahua,PERSONA_NATURAL,11,2025-05-01
M001006,4900,Servicios básicos,utility,Azuay,PERSONA_JURIDICA,10,2025-06-01
M001007,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,31,2023-09-01
M001008,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_JURIDICA,62,2021-02-01
M001009,4722,Agencias de viaje,servicios,Tungurahua,PERSONA_NATURAL,32,2023-08-01
M001010,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,12,2025-04-01
M001011,7230,Peluquerías y estética,servicios,El Oro,PERSONA_NATURAL,30,2023-10-01
M001012,4722,Agencias de viaje,servicios,Tungurahua,PERSONA_NATURAL,5,2025-11-01
M001013,5541,Estaciones de servicio,utility,Manabí,PERSONA_JURIDICA,15,2025-01-01
M001014,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,3,2026-01-01
M001015,5999,Retail general,retail,Manabí,PERSONA_NATURAL,12,2025-04-01
M001016,5815,Bienes digitales,alto_riesgo,Chimborazo,PERSONA_NATURAL,20,2024-08-01
M001017,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,70,2020-06-01
M001018,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,38,2023-02-01
M001019,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,3,2026-01-01
M001020,4900,Servicios básicos,utility,Guayas,PERSONA_JURIDICA,4,2025-12-01
M001021,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_JURIDICA,9,2025-07-01
M001022,5541,Estaciones de servicio,utility,Guayas,PERSONA_JURIDICA,53,2021-11-01
M001023,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,4,2025-12-01
M001024,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,10,2025-06-01
M001025,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,10,2025-06-01
M001026,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,23,2024-05-01
M001027,7011,Hoteles,servicios,El Oro,PERSONA_NATURAL,31,2023-09-01
M001028,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_NATURAL,26,2024-02-01
M001029,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,21,2024-07-01
M001030,8062,Servicios médicos,servicios,Tungurahua,PERSONA_NATURAL,5,2025-11-01
M001031,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_JURIDICA,19,2024-09-01
M001032,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,42,2022-10-01
M001033,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,51,2022-01-01
M001034,7011,Hoteles,servicios,Esmeraldas,PERSONA_NATURAL,23,2024-05-01
M001035,5815,Bienes digitales,alto_riesgo,Manabí,PERSONA_NATURAL,3,2026-01-01
M001036,5732,Electrónica,retail,Azuay,PERSONA_JURIDICA,23,2024-05-01
M001037,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,16,2024-12-01
M001038,4722,Agencias de viaje,servicios,Pichincha,PERSONA_JURIDICA,4,2025-12-01
M001039,5812,Restaurantes,retail,Azuay,PERSONA_JURIDICA,7,2025-09-01
M001040,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,8,2025-08-01
M001041,5815,Bienes digitales,alto_riesgo,Imbabura,PERSONA_NATURAL,28,2023-12-01
M001042,5815,Bienes digitales,alto_riesgo,Tungurahua,PERSONA_NATURAL,49,2022-03-01
M001043,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,25,2024-03-01
M001044,5411,Supermercados,retail,Manabí,PERSONA_NATURAL,29,2023-11-01
M001045,5732,Electrónica,retail,Esmeraldas,PERSONA_JURIDICA,16,2024-12-01
M001046,5999,Retail general,retail,Guayas,PERSONA_NATURAL,11,2025-05-01
M001047,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_JURIDICA,26,2024-02-01
M001048,4900,Servicios básicos,utility,Imbabura,PERSONA_NATURAL,21,2024-07-01
M001049,5691,Tiendas de ropa,retail,Pichincha,PERSONA_JURIDICA,9,2025-07-01
M001050,5815,Bienes digitales,alto_riesgo,El Oro,PERSONA_NATURAL,20,2024-08-01
M001051,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,17,2024-11-01
M001052,5691,Tiendas de ropa,retail,Azuay,PERSONA_NATURAL,14,2025-02-01
M001053,5812,Restaurantes,retail,Tungurahua,PERSONA_NATURAL,11,2025-05-01
M001054,5691,Tiendas de ropa,retail,Azuay,PERSONA_JURIDICA,23,2024-05-01
M001055,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,11,2025-05-01
M001056,4900,Servicios básicos,utility,Azuay,PERSONA_NATURAL,62,2021-02-01
M001057,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,25,2024-03-01
M001058,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,23,2024-05-01
M001059,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,15,2025-01-01
M001060,5541,Estaciones de servicio,utility,Azuay,PERSONA_NATURAL,13,2025-03-01
M001061,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,3,2026-01-01
M001062,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,9,2025-07-01
M001063,7230,Peluquerías y estética,servicios,El Oro,PERSONA_NATURAL,3,2026-01-01
M001064,5732,Electrónica,retail,Guayas,PERSONA_JURIDICA,3,2026-01-01
M001065,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,6,2025-10-01
M001066,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,39,2023-01-01
M001067,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,39,2023-01-01
M001068,5411,Supermercados,retail,Manabí,PERSONA_NATURAL,9,2025-07-01
M001069,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,4,2025-12-01
M001070,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,12,2025-04-01
M001071,7230,Peluquerías y estética,servicios,Chimborazo,PERSONA_NATURAL,28,2023-12-01
M001072,4722,Agencias de viaje,servicios,Loja,PERSONA_NATURAL,34,2023-06-01
M001073,5541,Estaciones de servicio,utility,Manabí,PERSONA_NATURAL,20,2024-08-01
M001074,7995,Apuestas,alto_riesgo,El Oro,PERSONA_JURIDICA,23,2024-05-01
M001075,5732,Electrónica,retail,Imbabura,PERSONA_NATURAL,21,2024-07-01
M001076,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,4,2025-12-01
M001077,4722,Agencias de viaje,servicios,Azuay,PERSONA_NATURAL,5,2025-11-01
M001078,7230,Peluquerías y estética,servicios,Azuay,PERSONA_NATURAL,51,2022-01-01
M001079,5732,Electrónica,retail,Pichincha,PERSONA_JURIDICA,20,2024-08-01
M001080,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,2,2026-02-01
M001081,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,24,2024-04-01
M001082,4900,Servicios básicos,utility,Azuay,PERSONA_NATURAL,8,2025-08-01
M001083,7995,Apuestas,alto_riesgo,Tungurahua,PERSONA_NATURAL,35,2023-05-01
M001084,5541,Estaciones de servicio,utility,Tungurahua,PERSONA_JURIDICA,33,2023-07-01
M001085,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,27,2024-01-01
M001086,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_JURIDICA,20,2024-08-01
M001087,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,41,2022-11-01
M001088,4722,Agencias de viaje,servicios,Guayas,PERSONA_JURIDICA,44,2022-08-01
M001089,4722,Agencias de viaje,servicios,Imbabura,PERSONA_NATURAL,8,2025-08-01
M001090,5691,Tiendas de ropa,retail,El Oro,PERSONA_NATURAL,27,2024-01-01
M001091,5815,Bienes digitales,alto_riesgo,Imbabura,PERSONA_JURIDICA,11,2025-05-01
M001092,5732,Electrónica,retail,El Oro,PERSONA_NATURAL,7,2025-09-01
M001093,5691,Tiendas de ropa,retail,Chimborazo,PERSONA_NATURAL,44,2022-08-01
M001094,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,30,2023-10-01
M001095,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,21,2024-07-01
M001096,5691,Tiendas de ropa,retail,Pichincha,PERSONA_JURIDICA,9,2025-07-01
M001097,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,45,2022-07-01
M001098,4900,Servicios básicos,utility,Pichincha,PERSONA_JURIDICA,8,2025-08-01
M001099,5999,Retail general,retail,Pichincha,PERSONA_JURIDICA,6,2025-10-01
M001100,5411,Supermercados,retail,Chimborazo,PERSONA_NATURAL,17,2024-11-01
M001101,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,28,2023-12-01
M001102,7995,Apuestas,alto_riesgo,Chimborazo,PERSONA_NATURAL,13,2025-03-01
M001103,7995,Apuestas,alto_riesgo,Tungurahua,PERSONA_NATURAL,120,2016-04-01
M001104,5812,Restaurantes,retail,Azuay,PERSONA_JURIDICA,20,2024-08-01
M001105,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_NATURAL,11,2025-05-01
M001106,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,12,2025-04-01
M001107,7011,Hoteles,servicios,Azuay,PERSONA_NATURAL,55,2021-09-01
M001108,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,16,2024-12-01
M001109,5999,Retail general,retail,Chimborazo,PERSONA_JURIDICA,43,2022-09-01
M001110,5999,Retail general,retail,Guayas,PERSONA_NATURAL,3,2026-01-01
M001111,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,36,2023-04-01
M001112,7230,Peluquerías y estética,servicios,Manabí,PERSONA_JURIDICA,9,2025-07-01
M001113,5541,Estaciones de servicio,utility,Azuay,PERSONA_JURIDICA,30,2023-10-01
M001114,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,9,2025-07-01
M001115,5411,Supermercados,retail,Azuay,PERSONA_JURIDICA,12,2025-04-01
M001116,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,7,2025-09-01
M001117,7995,Apuestas,alto_riesgo,Manabí,PERSONA_JURIDICA,31,2023-09-01
M001118,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,34,2023-06-01
M001119,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,9,2025-07-01
M001120,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,4,2025-12-01
M001121,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,43,2022-09-01
M001122,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,10,2025-06-01
M001123,5999,Retail general,retail,Guayas,PERSONA_NATURAL,15,2025-01-01
M001124,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,8,2025-08-01
M001125,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,29,2023-11-01
M001126,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,29,2023-11-01
M001127,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,47,2022-05-01
M001128,5815,Bienes digitales,alto_riesgo,Manabí,PERSONA_JURIDICA,37,2023-03-01
M001129,5541,Estaciones de servicio,utility,Chimborazo,PERSONA_JURIDICA,35,2023-05-01
M001130,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,17,2024-11-01
M001131,8062,Servicios médicos,servicios,Imbabura,PERSONA_NATURAL,15,2025-01-01
M001132,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,28,2023-12-01
M001133,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,16,2024-12-01
M001134,5541,Estaciones de servicio,utility,Manabí,PERSONA_JURIDICA,38,2023-02-01
M001135,5732,Electrónica,retail,Tungurahua,PERSONA_NATURAL,7,2025-09-01
M001136,4722,Agencias de viaje,servicios,El Oro,PERSONA_NATURAL,3,2026-01-01
M001137,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,26,2024-02-01
M001138,5411,Supermercados,retail,Tungurahua,PERSONA_NATURAL,11,2025-05-01
M001139,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_JURIDICA,6,2025-10-01
M001140,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,67,2020-09-01
M001141,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,18,2024-10-01
M001142,7995,Apuestas,alto_riesgo,Esmeraldas,PERSONA_NATURAL,5,2025-11-01
M001143,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_JURIDICA,10,2025-06-01
M001144,7011,Hoteles,servicios,Loja,PERSONA_NATURAL,14,2025-02-01
M001145,5732,Electrónica,retail,Azuay,PERSONA_JURIDICA,26,2024-02-01
M001146,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_JURIDICA,10,2025-06-01
M001147,7995,Apuestas,alto_riesgo,Manabí,PERSONA_NATURAL,16,2024-12-01
M001148,4722,Agencias de viaje,servicios,El Oro,PERSONA_JURIDICA,22,2024-06-01
M001149,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,24,2024-04-01
M001150,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,17,2024-11-01
M001151,4900,Servicios básicos,utility,Azuay,PERSONA_NATURAL,54,2021-10-01
M001152,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,29,2023-11-01
M001153,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,28,2023-12-01
M001154,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,27,2024-01-01
M001155,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,38,2023-02-01
M001156,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,20,2024-08-01
M001157,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,7,2025-09-01
M001158,4722,Agencias de viaje,servicios,Imbabura,PERSONA_NATURAL,24,2024-04-01
M001159,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,26,2024-02-01
M001160,5411,Supermercados,retail,Esmeraldas,PERSONA_JURIDICA,42,2022-10-01
M001161,5815,Bienes digitales,alto_riesgo,Chimborazo,PERSONA_JURIDICA,7,2025-09-01
M001162,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,8,2025-08-01
M001163,5999,Retail general,retail,Manabí,PERSONA_NATURAL,18,2024-10-01
M001164,5999,Retail general,retail,Azuay,PERSONA_NATURAL,27,2024-01-01
M001165,4900,Servicios básicos,utility,Manabí,PERSONA_JURIDICA,6,2025-10-01
M001166,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,7,2025-09-01
M001167,8062,Servicios médicos,servicios,Pichincha,PERSONA_JURIDICA,32,2023-08-01
M001168,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,6,2025-10-01
M001169,5812,Restaurantes,retail,Azuay,PERSONA_NATURAL,8,2025-08-01
M001170,7011,Hoteles,servicios,Esmeraldas,PERSONA_JURIDICA,33,2023-07-01
M001171,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_NATURAL,27,2024-01-01
M001172,5691,Tiendas de ropa,retail,Manabí,PERSONA_JURIDICA,10,2025-06-01
M001173,5813,Bares y clubs,alto_riesgo,Esmeraldas,PERSONA_NATURAL,25,2024-03-01
M001174,8062,Servicios médicos,servicios,Manabí,PERSONA_NATURAL,22,2024-06-01
M001175,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,16,2024-12-01
M001176,4722,Agencias de viaje,servicios,El Oro,PERSONA_NATURAL,13,2025-03-01
M001177,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,24,2024-04-01
M001178,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,6,2025-10-01
M001179,5999,Retail general,retail,Guayas,PERSONA_NATURAL,24,2024-04-01
M001180,5813,Bares y clubs,alto_riesgo,Chimborazo,PERSONA_NATURAL,20,2024-08-01
M001181,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,21,2024-07-01
M001182,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,8,2025-08-01
M001183,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,42,2022-10-01
M001184,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,10,2025-06-01
M001185,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_JURIDICA,12,2025-04-01
M001186,7011,Hoteles,servicios,Manabí,PERSONA_NATURAL,16,2024-12-01
M001187,5541,Estaciones de servicio,utility,El Oro,PERSONA_NATURAL,27,2024-01-01
M001188,5812,Restaurantes,retail,Pichincha,PERSONA_JURIDICA,21,2024-07-01
M001189,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,4,2025-12-01
M001190,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,18,2024-10-01
M001191,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,19,2024-09-01
M001192,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,43,2022-09-01
M001193,5541,Estaciones de servicio,utility,Manabí,PERSONA_NATURAL,14,2025-02-01
M001194,4900,Servicios básicos,utility,Azuay,PERSONA_JURIDICA,26,2024-02-01
M001195,5999,Retail general,retail,Guayas,PERSONA_JURIDICA,87,2019-01-01
M001196,5691,Tiendas de ropa,retail,Guayas,PERSONA_NATURAL,38,2023-02-01
M001197,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,8,2025-08-01
M001198,5732,Electrónica,retail,Pichincha,PERSONA_JURIDICA,30,2023-10-01
M001199,5813,Bares y clubs,alto_riesgo,Chimborazo,PERSONA_NATURAL,24,2024-04-01
M001200,8062,Servicios médicos,servicios,Tungurahua,PERSONA_NATURAL,14,2025-02-01
M001201,8062,Servicios médicos,servicios,Imbabura,PERSONA_NATURAL,30,2023-10-01
M001202,7995,Apuestas,alto_riesgo,Imbabura,PERSONA_NATURAL,8,2025-08-01
M001203,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_NATURAL,11,2025-05-01
M001204,5411,Supermercados,retail,Imbabura,PERSONA_NATURAL,16,2024-12-01
M001205,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,13,2025-03-01
M001206,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,28,2023-12-01
M001207,4722,Agencias de viaje,servicios,Pichincha,PERSONA_JURIDICA,17,2024-11-01
M001208,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,12,2025-04-01
M001209,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,38,2023-02-01
M001210,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,27,2024-01-01
M001211,7995,Apuestas,alto_riesgo,Manabí,PERSONA_NATURAL,5,2025-11-01
M001212,8062,Servicios médicos,servicios,Tungurahua,PERSONA_JURIDICA,5,2025-11-01
