comercio_id,fecha_corte,mes_idx,n_transacciones,volumen_total,ticket_promedio,n_chargebacks,n_rechazos,dias_desde_ult_tx,n_tickets_soporte,dias_resolucion_soporte,flag_pos_fisico,flag_ecommerce,n_integraciones_activas
M001709,2025-11-01,6,205,3479.64,16.97,1,8,2,2,2.57,1,0,2
M001709,2025-12-01,7,149,2840.77,19.07,1,6,1,1,1.79,0,1,0
M001709,2026-01-01,8,200,3309.7,16.55,2,8,2,0,0.0,1,0,2
M001709,2026-02-01,9,188,3192.41,16.98,0,10,0,1,0.9,1,0,0
M001709,2026-03-01,10,77,1105.88,14.36,1,1,10,1,2.91,1,0,2
M001710,2025-05-01,0,623,9135.24,14.66,7,46,0,1,6.85,1,0,0
M001710,2025-06-01,1,422,6133.86,14.54,6,29,0,1,1.22,1,1,5
M001710,2025-07-01,2,775,11686.33,15.08,5,68,2,2,1.38,1,1,2
M001710,2025-08-01,3,809,12065.4,14.91,1,86,1,0,0.0,0,1,1
M001710,2025-09-01,4,553,9320.73,16.85,6,46,2,0,0.0,1,0,4
M001710,2025-10-01,5,597,6409.63,10.74,4,48,0,0,0.0,1,1,1
M001710,2025-11-01,6,703,8545.93,12.16,8,69,9,0,0.0,1,1,0
M001710,2025-12-01,7,634,10255.9,16.18,4,60,0,2,3.99,1,0,2
M001710,2026-01-01,8,875,10070.65,11.51,8,65,8,0,0.0,1,0,1
M001710,2026-02-01,9,548,8563.24,15.63,4,31,0,1,3.95,1,0,1
M001710,2026-03-01,10,404,3267.79,8.09,2,30,5,0,0.0,1,0,1
M001711,2025-05-01,0,73,655.48,8.98,1,4,2,1,3.38,1,1,1
M001711,2025-06-01,1,112,1195.27,10.67,0,5,1,1,0.36,0,1,0
M001711,2025-07-01,2,55,646.83,11.76,0,3,5,0,0.0,1,0,3
M001711,2025-08-01,3,75,640.66,8.54,1,2,2,2,2.44,1,0,1
M001711,2025-09-01,4,21,176.49,8.4,0,1,3,2,6.34,1,0,0
M001711,2025-10-01,5,65,686.84,10.57,0,1,5,1,2.63,1,0,1
M001711,2025-11-01,6,52,717.38,13.8,1,4,2,0,0.0,1,0,0
M001711,2025-12-01,7,54,600.75,11.12,0,2,8,0,0.0,1,0,0
M001711,2026-01-01,8,74,803.93,10.86,0,8,1,0,0.0,1,1,3
M001711,2026-02-01,9,64,839.19,13.11,0,9,15,1,0.2,0,1,2
M001711,2026-03-01,10,83,1150.49,13.86,0,3,3,1,3.23,0,1,2
M001712,2025-05-01,0,123,810.9,6.59,0,1,7,2,1.74,1,1,3
M001712,2025-06-01,1,86,940.48,10.94,0,2,3,0,0.0,1,1,1
M001712,2025-07-01,2,162,1466.02,9.05,0,9,2,1,7.42,1,1,3
M001712,2025-08-01,3,134,1375.26,10.26,0,7,1,1,2.35,1,1,1
M001712,2025-09-01,4,208,1914.06,9.2,0,12,4,0,0.0,1,0,0
M001712,2025-10-01,5,205,1696.71,8.28,0,8,0,1,4.68,1,0,0
M001712,2025-11-01,6,85,1019.69,12.0,0,3,4,1,0.5,1,0,0
M001712,2025-12-01,7,110,1289.92,11.73,0,6,0,1,3.86,1,0,0
M001712,2026-01-01,8,68,569.65,8.38,0,3,10,0,0.0,1,0,1
M001712,2026-02-01,9,107,1087.3,10.16,0,3,2,0,0.0,1,1,3
M001712,2026-03-01,10,50,507.37,10.15,0,2,18,0,0.0,1,0,2
M001713,2025-05-01,0,275,11449.22,41.63,1,13,3,0,0.0,1,0,0
M001713,2025-06-01,1,247,9844.73,39.86,0,9,2,2,6.49,1,0,2
M001713,2025-07-01,2,231,9862.84,42.7,0,12,14,0,0.0,1,0,1
M001713,2025-08-01,3,240,9676.18,40.32,0,16,0,1,1.98,1,0,0
M001713,2025-09-01,4,159,3911.32,24.6,0,7,3,2,12.03,1,0,0
M001713,2025-10-01,5,180,8774.55,48.75,2,9,2,0,0.0,1,1,3
M001713,2025-11-01,6,214,8068.38,37.7,0,13,0,0,0.0,1,0,0
M001713,2025-12-01,7,216,8150.98,37.74,1,7,0,0,0.0,0,1,0
M001713,2026-01-01,8,173,7574.72,43.78,0,6,1,1,3.39,1,1,1
M001713,2026-02-01,9,216,8833.6,40.9,1,9,0,0,0.0,1,0,1
M001713,2026-03-01,10,261,11279.37,43.22,1,12,2,2,8.34,1,0,0
M001714,2025-05-01,0,127,7378.53,58.1,2,11,2,1,0.86,1,0,5
M001714,2025-06-01,1,295,20028.39,67.89,2,18,0,1,2.16,1,1,5
M001714,2025-07-01,2,280,20639.47,73.71,1,13,0,1,1.35,0,1,3
M001714,2025-08-01,3,209,9688.47,46.36,0,17,2,1,0.27,1,0,1
M001714,2025-09-01,4,233,11786.38,50.59,0,22,0,0,0.0,0,1,1
M001714,2025-10-01,5,82,4268.45,52.05,0,6,0,2,5.2,1,0,0
M001714,2025-11-01,6,176,11524.6,65.48,2,8,1,1,3.47,1,0,2
M001714,2025-12-01,7,116,5829.92,50.26,0,6,0,2,6.86,1,1,3
M001714,2026-01-01,8,115,5811.95,50.54,1,10,2,1,3.54,1,0,1
M001714,2026-02-01,9,91,5747.29,63.16,2,5,3,3,5.81,1,0,0
M001714,2026-03-01,10,103,6480.26,62.92,1,8,1,1,6.78,1,1,4
M001715,2025-05-01,0,279,3748.61,13.44,1,20,0,1,8.1,1,0,3
M001715,2025-06-01,1,377,5107.89,13.55,7,33,1,2,1.17,1,0,1
M001715,2025-07-01,2,246,2459.96,10.0,2,14,0,1,5.84,1,1,0
M001715,2025-08-01,3,302,4228.26,14.0,2,18,6,1,8.26,1,0,0
M001715,2025-09-01,4,534,7925.74,14.84,3,45,0,0,0.0,1,1,2
M001715,2025-10-01,5,380,4681.16,12.32,1,25,3,4,0.57,1,0,0
M001715,2025-11-01,6,439,5681.45,12.94,3,38,0,0,0.0,1,0,1
M001715,2025-12-01,7,161,1693.69,10.52,1,14,8,0,0.0,1,0,2
M001715,2026-01-01,8,312,3818.01,12.24,0,19,5,0,0.0,1,0,2
M001715,2026-02-01,9,231,2508.84,10.86,0,23,3,1,3.59,1,1,0
M001715,2026-03-01,10,135,1774.6,13.15,1,9,4,2,3.65,1,0,0
M001716,2025-05-01,0,224,15495.35,69.18,3,13,0,2,2.01,1,0,1
M001716,2025-06-01,1,199,13423.54,67.45,0,14,2,1,1.43,1,0,1
M001716,2025-07-01,2,67,4369.14,65.21,1,3,4,3,0.81,1,0,0
M001716,2025-08-01,3,93,4844.9,52.1,1,7,5,0,0.0,0,1,1
M001716,2025-09-01,4,157,9240.91,58.86,1,12,4,1,5.93,1,0,0
M001716,2025-10-01,5,136,7047.71,51.82,0,10,1,1,7.0,1,0,2
M001716,2025-11-01,6,82,5342.86,65.16,1,6,1,3,5.4,1,1,4
M001716,2025-12-01,7,150,8085.52,53.9,2,11,3,0,0.0,0,1,2
M001716,2026-01-01,8,52,3085.11,59.33,0,5,4,1,6.95,1,0,1
M001716,2026-02-01,9,94,7201.27,76.61,0,3,4,2,1.66,1,1,0
M001716,2026-03-01,10,49,3321.34,67.78,0,6,0,0,0.0,1,1,2
M001717,2025-05-01,0,160,3293.61,20.59,1,10,0,1,1.64,1,1,2
M001717,2025-06-01,1,243,6911.24,28.44,0,21,1,1,4.55,1,0,0
M001717,2025-07-01,2,184,3605.09,19.59,1,13,0,3,0.72,1,1,2
M001717,2025-08-01,3,217,5290.16,24.38,2,19,5,0,0.0,1,1,2
M001717,2025-09-01,4,236,5718.02,24.23,1,13,3,2,2.88,1,1,2
M001717,2025-10-01,5,195,3765.32,19.31,3,16,2,0,0.0,1,0,2
M001717,2025-11-01,6,183,4862.36,26.57,0,11,0,1,4.73,1,0,4
M001717,2025-12-01,7,358,12727.44,35.55,1,19,8,1,7.95,1,0,3
M001717,2026-01-01,8,165,4332.28,26.26,0,11,7,1,5.42,1,0,2
M001717,2026-02-01,9,139,3557.8,25.6,2,5,2,3,7.24,0,1,3
M001717,2026-03-01,10,266,6011.76,22.6,2,25,2,2,1.54,1,0,0
M001718,2025-05-01,0,318,7008.65,22.04,0,21,0,2,6.47,1,0,1
M001718,2025-06-01,1,300,9478.31,31.59,2,27,4,1,7.39,0,1,4
M001718,2025-07-01,2,298,6338.7,21.27,2,27,2,2,4.54,0,1,3
M001718,2025-08-01,3,741,16441.74,22.19,5,61,3,2,3.52,1,0,2
M001718,2025-09-01,4,562,11748.95,20.91,5,49,1,0,0.0,0,1,0
M001718,2025-10-01,5,392,10444.46,26.64,6,22,1,2,0.73,0,1,2
M001718,2025-11-01,6,410,10335.71,25.21,4,38,2,1,4.48,1,1,2
M001718,2025-12-01,7,346,8739.93,25.26,2,20,0,2,3.79,0,1,1
M001718,2026-01-01,8,121,2934.7,24.25,0,9,0,1,8.58,1,1,0
M001718,2026-02-01,9,183,4726.42,25.83,1,15,2,3,6.61,1,0,0
M001718,2026-03-01,10,130,3156.17,24.28,0,8,5,0,0.0,1,0,1
M001719,2025-05-01,0,92,2167.67,23.56,1,8,4,1,11.04,0,1,6
M001719,2025-06-01,1,65,2950.44,45.39,0,5,2,0,0.0,1,0,1
M001719,2025-07-01,2,154,5865.17,38.09,4,11,3,1,2.89,1,0,1
M001719,2025-08-01,3,115,3434.27,29.86,1,14,2,2,0.64,1,0,1
M001719,2025-09-01,4,139,3973.91,28.59,1,9,1,0,0.0,1,1,4
M001719,2025-10-01,5,117,4657.09,39.8,0,11,0,1,2.04,1,0,1
M001719,2025-11-01,6,90,3342.12,37.13,2,12,1,0,0.0,1,0,1
M001719,2025-12-01,7,54,1867.86,34.59,1,3,0,1,5.13,0,1,1
M001719,2026-01-01,8,83,2271.37,27.37,1,6,3,0,0.0,0,1,5
M001719,2026-02-01,9,134,4044.14,30.18,0,9,5,2,7.48,1,0,1
M001719,2026-03-01,10,101,3808.37,37.71,1,5,10,1,3.44,1,0,1
M001720,2025-05-01,0,35,322.8,9.22,0,1,1,1,5.39,1,0,1
M001720,2025-06-01,1,19,186.0,9.79,0,0,5,1,0.88,1,0,1
M001720,2025-07-01,2,23,210.33,9.14,0,3,0,1,1.84,0,1,0
M001720,2025-08-01,3,25,233.87,9.35,0,0,2,1,4.94,1,0,1
M001720,2025-09-01,4,39,296.73,7.61,0,1,4,3,5.02,1,1,1
M001720,2025-10-01,5,30,283.83,9.46,0,1,3,0,0.0,1,0,0
M001720,2025-11-01,6,39,370.13,9.49,0,2,6,2,4.57,1,1,7
M001720,2025-12-01,7,22,186.78,8.49,0,1,7,0,0.0,1,1,2
M001720,2026-01-01,8,25,239.7,9.59,0,0,0,1,3.9,0,1,1
M001720,2026-02-01,9,18,172.62,9.59,0,0,2,1,4.52,1,1,1
M001720,2026-03-01,10,33,297.98,9.03,0,1,2,1,7.25,1,1,2
M001721,2025-05-01,0,70,2685.78,38.37,0,6,9,1,3.54,1,1,2
M001721,2025-06-01,1,68,2148.38,31.59,1,9,1,0,0.0,1,1,3
M001721,2025-07-01,2,40,1948.28,48.71,0,4,6,2,1.89,1,1,3
M001721,2025-08-01,3,85,4960.31,58.36,0,6,0,0,0.0,0,1,0
M001721,2025-09-01,4,45,1850.69,41.13,0,1,1,1,3.2,1,1,2
M001721,2025-10-01,5,83,5297.52,63.83,0,5,5,2,3.63,1,0,2
M001721,2025-11-01,6,37,1734.65,46.88,0,6,0,0,0.0,1,0,2
M001721,2025-12-01,7,56,2277.47,40.67,1,3,7,2,12.11,1,1,1
M001721,2026-01-01,8,73,3442.19,47.15,0,2,0,0,0.0,1,0,0
M001721,2026-02-01,9,58,2783.16,47.99,0,1,4,0,0.0,1,0,0
M001721,2026-03-01,10,66,4209.99,63.79,0,5,0,3,2.89,0,1,0
M001722,2025-05-01,0,140,3303.77,23.6,0,16,4,1,1.32,1,1,2
M001722,2025-06-01,1,87,1822.49,20.95,0,4,10,0,0.0,0,1,4
M001722,2025-07-01,2,167,3811.35,22.82,0,17,1,0,0.0,1,0,0
M001722,2025-08-01,3,177,3473.83,19.63,1,14,1,1,4.61,1,0,4
M001722,2025-09-01,4,45,840.06,18.67,0,1,14,0,0.0,1,1,2
M001722,2025-10-01,5,229,6295.76,27.49,2,13,2,1,4.58,0,1,0
M001722,2025-11-01,6,189,2442.43,12.92,1,14,1,0,0.0,1,0,1
M001722,2025-12-01,7,126,2401.51,19.06,1,4,10,3,9.68,1,1,0
M001722,2026-01-01,8,137,2668.69,19.48,0,6,1,0,0.0,1,0,0
M001722,2026-02-01,9,177,2894.1,16.35,1,15,2,1,3.43,1,0,1
M001722,2026-03-01,10,104,1720.26,16.54,2,7,1,1,3.95,1,0,1
M001723,2025-05-01,0,28,796.17,28.43,0,1,7,0,0.0,0,1,1
M001723,2025-06-01,1,31,859.97,27.74,0,2,3,0,0.0,1,0,2
M001723,2025-07-01,2,38,814.73,21.44,0,2,1,0,0.0,0,1,1
M001723,2025-08-01,3,44,1207.25,27.44,0,1,2,1,3.49,1,1,4
M001723,2025-09-01,4,45,1112.14,24.71,0,2,1,1,3.21,1,1,2
M001723,2025-10-01,5,57,1358.05,23.83,0,3,0,1,0.99,1,1,0
M001723,2025-11-01,6,37,1209.39,32.69,0,3,3,1,0.75,0,1,0
M001723,2025-12-01,7,54,1173.18,21.73,0,3,9,0,0.0,1,1,2
M001723,2026-01-01,8,37,1095.86,29.62,0,0,1,0,0.0,1,1,1
M001723,2026-02-01,9,30,703.2,23.44,1,0,1,1,5.47,1,0,4
M001723,2026-03-01,10,58,2371.47,40.89,0,2,3,0,0.0,0,1,2
M001724,2025-05-01,0,75,4608.09,61.44,1,5,4,1,2.21,1,0,0
M001724,2025-06-01,1,50,3704.62,74.09,1,5,3,1,6.12,0,1,3
M001724,2025-07-01,2,60,3543.09,59.05,0,9,0,0,0.0,1,1,3
M001724,2025-08-01,3,77,5118.66,66.48,0,6,0,1,6.59,1,0,1
M001724,2025-09-01,4,96,5239.5,54.58,0,8,7,0,0.0,1,0,3
M001724,2025-10-01,5,64,5720.03,89.38,1,4,2,1,2.66,1,1,2
M001724,2025-11-01,6,83,5069.13,61.07,1,8,1,0,0.0,0,1,0
M001724,2025-12-01,7,43,2411.52,56.08,0,6,6,0,0.0,0,1,4
M001724,2026-01-01,8,32,1795.81,56.12,0,1,0,1,9.56,1,1,2
M001724,2026-02-01,9,60,3455.8,57.6,1,4,2,1,3.19,1,1,1
M001724,2026-03-01,10,61,3157.54,51.76,0,4,1,0,0.0,1,0,0
M001725,2025-05-01,0,121,7008.71,57.92,0,6,0,1,4.67,1,0,0
M001725,2025-06-01,1,132,7823.84,59.27,0,4,1,0,0.0,1,0,1
M001725,2025-07-01,2,217,11450.73,52.77,0,13,8,1,4.29,1,0,2
M001725,2025-08-01,3,175,6372.18,36.41,0,7,0,0,0.0,1,0,2
M001725,2025-09-01,4,155,9203.47,59.38,0,6,1,1,5.19,1,0,0
M001725,2025-10-01,5,215,15726.72,73.15,0,15,2,0,0.0,0,1,2
M001725,2025-11-01,6,190,11854.18,62.39,1,5,11,0,0.0,1,1,2
M001725,2025-12-01,7,124,4781.34,38.56,1,2,13,0,0.0,1,1,3
M001725,2026-01-01,8,138,9021.64,65.37,1,10,12,1,2.04,1,1,3
M001725,2026-02-01,9,129,6155.08,47.71,0,9,2,0,0.0,1,0,2
M001725,2026-03-01,10,83,4705.02,56.69,0,4,0,0,0.0,1,1,2
M001726,2025-05-01,0,91,3024.54,33.24,0,4,1,2,2.62,1,1,0
M001726,2025-06-01,1,275,8498.42,30.9,2,12,2,1,2.8,1,0,1
M001726,2025-07-01,2,270,7719.35,28.59,1,10,0,0,0.0,1,0,2
M001726,2025-08-01,3,164,5191.18,31.65,0,6,0,0,0.0,1,1,2
M001726,2025-09-01,4,172,3254.65,18.92,2,7,0,1,1.1,1,1,0
M001726,2025-10-01,5,192,5010.32,26.1,1,10,4,0,0.0,1,0,2
M001726,2025-11-01,6,153,4405.54,28.79,0,12,2,0,0.0,1,0,2
M001726,2025-12-01,7,64,1854.19,28.97,0,9,6,2,6.74,1,0,2
M001726,2026-01-01,8,167,4352.63,26.06,1,15,1,0,0.0,0,1,1
M001726,2026-02-01,9,87,2118.5,24.35,0,8,2,1,6.39,1,0,1
M001726,2026-03-01,10,127,2233.34,17.59,1,11,3,1,4.35,1,0,1
M001727,2025-05-01,0,68,2224.8,32.72,0,6,0,0,0.0,1,0,1
M001727,2025-06-01,1,96,4339.81,45.21,0,3,11,1,6.53,1,0,1
M001727,2025-07-01,2,172,6620.72,38.49,0,6,1,0,0.0,1,0,4
M001727,2025-08-01,3,63,2188.12,34.73,2,1,5,3,1.13,1,1,1
M001727,2025-09-01,4,129,6318.15,48.98,0,1,5,0,0.0,1,0,0
M001727,2025-10-01,5,83,2251.9,27.13,0,4,0,0,0.0,1,0,2
M001727,2025-11-01,6,122,4581.26,37.55,0,4,0,2,2.1,1,0,1
M001727,2025-12-01,7,67,2702.69,40.34,0,2,1,1,0.98,1,0,1
M001727,2026-01-01,8,118,4415.63,37.42,1,9,1,0,0.0,1,0,0
M001727,2026-02-01,9,74,2527.29,34.15,0,6,4,1,1.81,1,1,0
M001727,2026-03-01,10,116,4321.7,37.26,1,4,3,0,0.0,0,1,2
M001728,2025-05-01,0,53,776.37,14.65,0,2,3,0,0.0,1,0,0
M001728,2025-06-01,1,49,533.58,10.89,0,4,0,0,0.0,1,1,0
M001728,2025-07-01,2,112,1432.05,12.79,0,4,2,3,3.81,1,0,1
M001728,2025-08-01,3,91,1321.39,14.52,0,4,1,0,0.0,1,0,1
M001728,2025-09-01,4,102,1513.57,14.84,1,3,2,1,1.44,1,0,3
M001728,2025-10-01,5,93,1336.52,14.37,0,5,8,0,0.0,1,0,1
M001728,2025-11-01,6,102,1035.18,10.15,0,4,4,0,0.0,0,1,2
M001728,2025-12-01,7,117,1686.87,14.42,0,4,3,0,0.0,1,1,0
M001728,2026-01-01,8,64,821.9,12.84,1,1,9,0,0.0,1,0,0
M001728,2026-02-01,9,39,457.62,11.73,0,1,3,2,2.35,1,1,2
M001728,2026-03-01,10,77,795.59,10.33,0,5,3,0,0.0,1,0,0
M001729,2025-05-01,0,97,2073.39,21.38,0,10,3,1,8.26,1,0,1
M001729,2025-06-01,1,42,1057.39,25.18,0,1,0,3,2.01,1,0,2
M001729,2025-07-01,2,186,4616.59,24.82,0,17,1,0,0.0,1,0,0
M001729,2025-08-01,3,177,5389.36,30.45,0,13,3,0,0.0,0,1,2
M001729,2025-09-01,4,89,3160.64,35.51,2,6,0,1,0.98,1,0,1
M001729,2025-10-01,5,143,3891.86,27.22,1,8,0,2,4.05,1,0,0
M001729,2025-11-01,6,102,2548.58,24.99,0,4,1,0,0.0,1,0,0
M001729,2025-12-01,7,159,4998.85,31.44,1,10,0,3,2.13,1,1,3
M001729,2026-01-01,8,144,4303.81,29.89,0,11,5,2,3.33,1,1,6
M001729,2026-02-01,9,137,4577.87,33.42,0,7,1,1,3.67,1,1,2
M001729,2026-03-01,10,171,4166.51,24.37,0,12,1,2,2.8,1,1,3
M001730,2025-05-01,0,147,3832.41,26.07,0,4,0,0,0.0,1,0,0
M001730,2025-06-01,1,151,2938.83,19.46,0,6,0,0,0.0,1,0,0
M001730,2025-07-01,2,163,3832.25,23.51,0,5,0,2,6.38,1,0,3
M001730,2025-08-01,3,217,4047.1,18.65,1,10,0,0,0.0,1,0,2
M001730,2025-09-01,4,133,2922.59,21.97,0,3,0,0,0.0,1,0,0
M001730,2025-10-01,5,104,2085.19,20.05,0,5,7,0,0.0,0,1,1
M001730,2025-11-01,6,184,3592.55,19.52,0,5,4,0,0.0,1,0,1
M001730,2025-12-01,7,149,2963.07,19.89,0,12,2,1,5.88,1,0,2
M001730,2026-01-01,8,119,2713.88,22.81,0,9,2,1,1.73,0,1,2
M001730,2026-02-01,9,108,3323.24,30.77,0,10,3,0,0.0,1,0,2
M001730,2026-03-01,10,124,3203.18,25.83,1,5,1,1,4.54,0,1,1
M001731,2025-05-01,0,37,370.23,10.01,0,2,7,1,5.05,0,1,1
M001731,2025-06-01,1,35,483.64,13.82,0,1,2,1,5.39,0,1,0
M001731,2025-07-01,2,59,831.36,14.09,0,3,4,3,6.87,1,0,2
M001731,2025-08-01,3,43,561.89,13.07,0,0,1,1,1.49,1,0,1
M001731,2025-09-01,4,58,835.21,14.4,1,4,1,0,0.0,1,0,0
M001731,2025-10-01,5,55,824.64,14.99,0,3,3,3,2.27,1,0,3
M001731,2025-11-01,6,44,529.59,12.04,0,3,3,0,0.0,1,0,1
M001731,2025-12-01,7,18,185.53,10.31,0,2,8,1,2.18,1,0,0
M001731,2026-01-01,8,48,720.05,15.0,0,4,0,1,7.64,0,1,5
M001731,2026-02-01,9,39,444.99,11.41,1,1,4,0,0.0,1,0,0
M001731,2026-03-01,10,60,591.47,9.86,0,4,1,1,0.94,0,1,4
M001732,2025-05-01,0,136,2896.28,21.3,0,12,1,1,3.37,1,0,2
M001732,2025-06-01,1,64,1433.53,22.4,0,4,1,1,6.34,1,0,3
M001732,2025-07-01,2,113,2798.32,24.76,1,6,1,1,4.1,1,0,4
M001732,2025-08-01,3,114,1828.02,16.04,0,6,2,1,5.57,1,0,2
M001732,2025-09-01,4,104,2837.06,27.28,0,4,1,2,6.93,1,0,0
M001732,2025-10-01,5,76,2428.93,31.96,1,7,0,2,4.59,1,1,2
M001732,2025-11-01,6,83,1970.31,23.74,0,5,2,0,0.0,1,0,3
M001732,2025-12-01,7,58,1529.69,26.37,0,3,0,1,1.11,1,0,1
M001732,2026-01-01,8,65,1861.45,28.64,0,2,0,3,2.35,0,1,1
M001732,2026-02-01,9,81,2080.32,25.68,1,8,1,2,13.01,1,0,1
M001732,2026-03-01,10,79,1655.13,20.95,0,4,1,1,3.81,1,1,1
M001733,2025-05-01,0,75,1604.93,21.4,0,5,0,0,0.0,1,0,0
M001733,2025-06-01,1,21,527.31,25.11,0,2,3,2,3.36,1,0,1
M001733,2025-07-01,2,62,1412.08,22.78,0,8,0,1,4.35,1,0,1
M001733,2025-08-01,3,127,5629.2,44.32,1,10,7,1,1.52,1,1,1
M001733,2025-09-01,4,112,2155.24,19.24,0,5,9,0,0.0,1,0,2
M001733,2025-10-01,5,106,3285.1,30.99,0,4,3,0,0.0,1,1,5
M001733,2025-11-01,6,69,1857.16,26.92,0,3,0,6,3.19,1,0,1
M001733,2025-12-01,7,74,1823.29,24.64,0,8,1,1,1.42,0,1,1
M001733,2026-01-01,8,84,2991.84,35.62,1,5,3,0,0.0,1,0,1
M001733,2026-02-01,9,46,1215.3,26.42,0,1,4,1,0.29,1,1,1
M001733,2026-03-01,10,58,1386.55,23.91,1,5,5,0,0.0,1,0,0
M001734,2025-05-01,0,140,1911.05,13.65,0,7,0,0,0.0,1,0,0
M001734,2025-06-01,1,146,1966.32,13.47,0,12,1,3,4.0,1,1,2
M001734,2025-07-01,2,92,1025.28,11.14,0,2,2,0,0.0,1,0,1
M001734,2025-08-01,3,184,2201.59,11.97,0,8,7,0,0.0,0,1,1
M001734,2025-09-01,4,80,918.83,11.49,0,6,0,1,0.92,1,1,1
M001734,2025-10-01,5,123,1870.16,15.2,0,3,0,0,0.0,1,1,4
M001734,2025-11-01,6,125,1718.15,13.75,0,7,2,2,8.91,1,1,1
M001734,2025-12-01,7,150,1770.0,11.8,0,5,0,1,2.3,1,0,1
M001734,2026-01-01,8,64,833.66,13.03,0,3,14,0,0.0,1,0,1
M001734,2026-02-01,9,70,795.68,11.37,0,0,0,1,8.01,0,1,0
M001734,2026-03-01,10,73,585.91,8.03,0,4,10,0,0.0,0,1,1
M001735,2025-05-01,0,253,20290.44,80.2,1,19,0,0,0.0,1,1,0
M001735,2025-06-01,1,309,19174.02,62.05,4,29,1,1,3.46,0,1,0
M001735,2025-07-01,2,315,15743.95,49.98,3,22,0,2,0.47,1,0,2
M001735,2025-08-01,3,86,6607.2,76.83,0,8,2,0,0.0,1,1,1
M001735,2025-09-01,4,213,12236.95,57.45,1,13,1,3,3.04,1,0,3
M001735,2025-10-01,5,248,21931.47,88.43,3,14,0,1,3.92,1,0,1
M001735,2025-11-01,6,243,9895.77,40.72,1,19,6,1,6.96,1,1,1
M001735,2025-12-01,7,282,8253.28,29.27,4,26,1,1,13.02,1,1,2
M001735,2026-01-01,8,137,9995.87,72.96,1,14,0,1,2.23,1,1,0
M001735,2026-02-01,9,127,7057.95,55.57,1,13,1,0,0.0,1,1,3
M001735,2026-03-01,10,137,6005.75,43.84,0,18,2,2,2.94,1,0,2
M001736,2025-05-01,0,22,557.74,25.35,0,3,3,2,3.78,1,0,2
M001736,2025-06-01,1,23,590.28,25.66,0,0,2,0,0.0,1,0,0
M001736,2025-07-01,2,10,214.73,21.47,0,1,2,0,0.0,1,1,0
M001736,2025-08-01,3,18,428.41,23.8,0,2,1,1,2.18,0,1,3
M001736,2025-09-01,4,23,629.19,27.36,0,0,4,1,1.24,1,0,1
M001736,2025-10-01,5,9,175.9,19.54,0,1,8,1,7.61,1,1,5
M001736,2025-11-01,6,27,593.31,21.97,0,1,2,0,0.0,1,0,2
M001736,2025-12-01,7,21,400.69,19.08,0,2,3,0,0.0,1,0,0
M001736,2026-01-01,8,26,639.36,24.59,0,0,11,0,0.0,1,0,1
M001736,2026-02-01,9,8,191.86,23.98,0,0,0,1,2.01,0,1,2
M001736,2026-03-01,10,22,370.34,16.83,0,3,3,0,0.0,1,1,0
M001737,2025-05-01,0,55,2015.65,36.65,0,2,4,1,3.06,1,0,0
M001737,2025-06-01,1,47,1906.8,40.57,0,4,7,1,2.75,0,1,1
M001737,2025-07-01,2,60,2247.78,37.46,0,1,0,3,14.28,1,0,3
M001737,2025-08-01,3,57,2304.06,40.42,0,4,2,2,1.23,1,0,0
M001737,2025-09-01,4,66,2408.13,36.49,0,1,0,0,0.0,1,0,1
M001737,2025-10-01,5,52,1625.43,31.26,0,4,2,0,0.0,1,1,3
M001737,2025-11-01,6,31,1141.46,36.82,0,2,13,2,3.14,0,1,3
M001737,2025-12-01,7,44,1343.42,30.53,0,2,2,0,0.0,1,0,2
M001737,2026-01-01,8,53,2309.96,43.58,0,4,5,1,0.46,1,1,8
M001737,2026-02-01,9,54,1323.46,24.51,0,3,2,1,4.28,1,1,3
M001737,2026-03-01,10,61,2224.91,36.47,1,1,0,0,0.0,0,1,0
M001738,2025-05-01,0,398,1601.66,4.02,1,22,9,2,3.94,1,1,2
M001738,2025-06-01,1,150,585.14,3.9,0,5,0,0,0.0,1,0,2
M001738,2025-07-01,2,311,1346.84,4.33,0,10,2,0,0.0,1,0,0
M001738,2025-08-01,3,298,710.06,2.38,2,10,2,0,0.0,1,0,0
M001738,2025-09-01,4,490,2231.49,4.55,1,22,5,0,0.0,1,0,2
M001738,2025-10-01,5,477,1666.39,3.49,1,24,1,0,0.0,0,1,1
M001738,2025-11-01,6,347,1498.5,4.32,4,10,0,0,0.0,1,1,0
M001738,2025-12-01,7,284,1065.82,3.75,0,13,0,0,0.0,1,0,1
M001738,2026-01-01,8,308,1233.93,4.01,1,21,4,1,2.65,0,1,3
M001738,2026-02-01,9,252,1588.28,6.3,0,11,2,1,7.61,1,0,0
M001738,2026-03-01,10,488,2067.14,4.24,0,25,7,1,3.85,1,0,0
M001739,2025-05-01,0,88,1181.21,13.42,0,7,8,0,0.0,1,1,3
M001739,2025-06-01,1,30,428.99,14.3,0,1,22,2,11.27,1,0,1
M001739,2025-07-01,2,100,1157.87,11.58,2,6,5,0,0.0,1,1,2
M001739,2025-08-01,3,11,129.22,11.75,0,2,1,1,1.63,1,0,1
M001739,2025-09-01,4,145,2023.95,13.96,0,5,6,3,5.06,1,1,2
M001739,2025-10-01,5,190,2533.88,13.34,1,14,1,3,1.88,1,0,1
M001739,2025-11-01,6,201,2481.29,12.34,1,14,2,1,7.62,1,1,1
M001739,2025-12-01,7,161,2302.11,14.3,1,10,2,0,0.0,1,0,1
